source	source_label	source_level	target	target_label	relation	tier	hops_source	hops_target	rules
v10752	Scheinwerfereinsatz für Suchscheinwerfer	baugruppe	e33710	Frontscheinwerfer	<	seed	0	0	Seed+H3
v10757	Lüftungsgitter für Stoßfänger	baugruppe	e38658	Lufteinlässe	=	seed	0	0	Seed
v10764	Waschwasserdüse für Scheibenreinigung	baugruppe	e262179	Weitere Scheibenwischerteile	<	seed	0	0	Seed+H4
v10776	Gasfeder für Motorhaube	baugruppe	e262158	Gasfedern & Haubendämpfer	=	seed	0	0	Seed
v10801	Zier-/Schutzleiste für Frontverkleidung	baugruppe	e33654	Schutz- & Zierleisten	<	seed	0	0	Seed+H3
v10812	Sensor für Außentemperatur	baugruppe	e173863	Temperatursensoren	<	seed	0	0	Seed+H3
v10816	Spoiler für Kühlergitter	baugruppe	e33638	Spoiler & Heckflügel	<	seed	0	0	Seed+H3
v10845	Sensor für Außentemperatur	baugruppe	e173863	Temperatursensoren	<	seed	0	0	Seed+H3
v10859	Heckleuchtensatz	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v10903	Schließzylinder für Zündschloß	baugruppe	e9887	Sonstige	<	seed	0	0	Seed+H4
v10940	Fahrradträger Dach	baugruppe	e173830	Fahrrad- & E-Bike-Träger	<	seed	0	0	Seed+H3
v10941	Fahrradträger Heck	baugruppe	e173830	Fahrrad- & E-Bike-Träger	<	seed	0	0	Seed+H3
v10957	Schiebedach Glas	baugruppe	e262172	Panorama-, Schiebedächer & Teile	<	seed	0	0	Hülle<-Seed+H3|Seed+H7
v10958	Schiebedach Metall	baugruppe	e262172	Panorama-, Schiebedächer & Teile	<	seed	0	0	Hülle<-Seed+H3|Seed+H7
v11009	Clip für Stoßfänger	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11012	Dichtung für Heckscheibe	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11022	Dichtung für Seitenscheibe	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11047	Gasfeder für Heckscheibe	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11048	Gehäuse für Kennzeichenleuchte	baugruppe	e262208	Kennzeichenbeleuchtung	<	seed	0	0	Seed+H3
v11052	Glühlampe für Brems-/Schlusslicht	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v11053	Glühlampe für Hauptlichtschalter	baugruppe	e174065	Sonstige	<	seed	0	0	Seed+H4
v11058	Glühlampe für Nebelscheinwerfer	baugruppe	e33709	Nebelscheinwerfer	<	seed	0	0	Seed+H3
v11059	Glühlampe für Park-/Positionsleuchte	baugruppe	e33715	Seitenmarkierungsleuchten	<	seed	0	0	Seed+H3
v11060	Glühlampe für Rückfahrleuchte	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v11062	Halter für Hauptscheinwerfer	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11065	Heckklappengriff	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	seed	0	0	Seed+H3
v11070	Kofferraumleuchte	baugruppe	e174065	Sonstige	<	seed	0	0	Seed+H4
v11084	Nebelscheinwerfersatz	baugruppe	e33709	Nebelscheinwerfer	<	seed	0	0	Hülle<-Seed+H3|Seed+H7
v11090	Puffer für Motorhaube	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11134	Tankdeckelschloss	baugruppe	e262072	Tankdeckel	<	seed	0	0	Seed+H3
v11136	Türgriffbetätigung	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	seed	0	0	Seed+H3
v11137	Türscharnier	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	seed	0	0	Seed+H3
v11148	Verriegelungsknopf	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11215	Teilepaket Front	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11216	Teilepaket Heck	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11223	Zusatzbremsleuchte	baugruppe	e262205	Dritte & Mittlere Bremsleuchten	<	seed	0	0	Seed+H3
v11224	Heckscheibenrahmen	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11233	Frontscheibe	baugruppe	e6781	Weitere Autoglas- & Fensterteile	<	seed	0	0	Seed+H4
v11234	Anhängerkupplung	baugruppe	e33653	Anhängerkupplungen & Komplettsätze	<	seed	0	0	Seed+H3
v11242	Verdeckgriff	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11246	Tankentlüftungsventil	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11248	Unterfahrschutz	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11259	Frontschutzbügel	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11260	Getriebe Schiebedach	baugruppe	e262172	Panorama-, Schiebedächer & Teile	<	seed	0	0	Seed+H3
v11266	Ladebordwand	baugruppe	e33647	Ladebordwände	=	seed	0	0	Seed
v11288	Karosserieboden	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11290	Halterahmen, Scheibenreinigungsanlage	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11291	Karosserieboden Koffer-/Laderaum	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11292	Halter für Kühlergitter	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11293	Hauptscheinwerfergehäuse	baugruppe	e33710	Frontscheinwerfer	<	seed	0	0	Seed+H3
v11294	Nebelscheinwerferrahmen	baugruppe	e174065	Sonstige	<	seed	0	0	Seed+H4
v11296	Reserveradwanne	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11297	Stoßfängerabdeckung für Anhängevorrichtung	baugruppe	e262146	Stoßstangeneinlagen & -abdeckungen	<	seed	0	0	Seed+H3
v11298	Trittbrettstufe für Anhängevorrichtung	baugruppe	e38790	Sonstige	<	seed	0	0	Seed+H4
v11299	Dachsäule	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11300	Zier-/Schutzleistensatz für Stoßfänger	baugruppe	e33654	Schutz- & Zierleisten	<	seed	0	0	Seed+H3
v11301	Nebelscheinwerferkappe	baugruppe	e174065	Sonstige	<	seed	0	0	Seed+H4
v11302	Rückstrahler	baugruppe	e174062	Reflektoren	<	seed	0	0	Seed+H3
v11303	Leuchtenaufnahme	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11309	Abdeckung	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11310	Gitter	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11311	Haltersatz für Stoßfänger	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11313	Zier-/Schutzleistensatz für Kühlergitter	baugruppe	e33654	Schutz- & Zierleisten	<	seed	0	0	Seed+H3
v11314	Reflektor für Positions-/Begrenzungsleuchte	baugruppe	e174062	Reflektoren	<	seed	0	0	Seed+H3
v11315	Tagfahrleuchte	baugruppe	e262206	Tagfahrleuchten	<	seed	0	0	Seed+H3
v11316	Außenspiegelblende	baugruppe	e262162	Spiegelkomponenten	<	seed	0	0	Seed+H3
v11319	Kühlergittereinsatz	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11320	Tagfahrleuchtensatz	baugruppe	e262206	Tagfahrleuchten	<	seed	0	0	Seed+H3
v11324	Ersatzradhalter	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11325	Persening	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11326	Abbiegelicht	baugruppe	e174065	Sonstige	<	seed	0	0	Seed+H4
v11329	Stellmotor Tankklappe	baugruppe	e177708	Elektromotoren	<	seed	0	0	Seed+H3
v11334	Radmutternsatz	baugruppe	e33746	Sonstige	<	seed	0	0	Seed+H4
v11340	Überrollbügel	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11342	Dichtung für Heckklappe	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	seed	0	0	Seed+H3
v11344	Türblatt	baugruppe	e179850	Türen & Türenbleche	<	seed	0	0	Seed+H3
v11346	Abdeckkappe Türgriff	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11348	Abdeckung Frontschürze	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11349	Abdeckung Griffmulde	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11355	Anhängebock für Anhängevorrichtung	baugruppe	e38790	Sonstige	<	seed	0	0	Seed+H4
v11356	Anschlagpuffer für Fahrerhaus	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11357	Anschlussleitung für Außenspiegel	baugruppe	e262162	Spiegelkomponenten	<	seed	0	0	Seed+H3
v11360	Anschraubplatte für Anhängevorrichtung	baugruppe	e38790	Sonstige	<	seed	0	0	Seed+H4
v11361	Antennenkopf	baugruppe	e33639	Fahrzeugantennen	<	seed	0	0	Seed+H3
v11366	Be-/Entlüftungsventil für Kraftstoffbehälter	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11379	Clip für Zier-/Schutzleiste	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11390	Dichtung für Blinkleuchte	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11393	Dichtung für Faltdach	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11396	Dichtung für Hauptscheinwerfer	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11399	Dichtung für Kennzeichenleuchte	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11400	Dichtung für Kotflügel	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11401	Dichtung für Kraftstoffeinfüllstutzen	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11409	Dichtung für Rahmen Hauptscheinwerfer	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11410	Dichtung für Schiebedach	baugruppe	e262172	Panorama-, Schiebedächer & Teile	<	seed	0	0	Seed+H3
v11411	Dichtung für Schlussleuchte	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11413	Dichtung für Türscheibe	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11414	Dichtung für Türsicherungsleuchte	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11425	Domstrebe	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11433	Druckschalter für Bremshydraulik	baugruppe	e262088	Weitere Bremssensoren & -schalter	<	seed	0	0	Seed+H4
v11438	Einfüllstutzen für Kraftstoffbehälter	baugruppe	e42604	Sonstige	<	seed	0	0	Seed+H4
v11466	Führungsarm für Scheibenreinigung	baugruppe	e262179	Weitere Scheibenwischerteile	<	seed	0	0	Seed+H4
v11471	Gasfeder für Reserveradhalter	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11473	Gasfeder für Verdeck	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11475	Blinkergehäuse	baugruppe	e33717	Blinkleuchten	<	seed	0	0	Seed+H3
v11476	Rückfahrleuchtengehäuse	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v11478	Rückleuchtengehäuse	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v11481	Gleitbacke für Fensterheber	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11484	Glühlampe für Bremsleuchte	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v11485	Glühlampe für Fernscheinwerfer	baugruppe	e33710	Frontscheinwerfer	<	seed	0	0	Seed+H3
v11486	Glühlampe für Kofferraumleuchte	baugruppe	e174065	Sonstige	<	seed	0	0	Seed+H4
v11487	Glühlampe für Positions-/Begrenzungsleuchte	baugruppe	e33715	Seitenmarkierungsleuchten	<	seed	0	0	Seed+H3
v11488	Glühlampe für Rückleuchte	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v11489	Glühlampe für Tagfahrleuchte	baugruppe	e262206	Tagfahrleuchten	<	seed	0	0	Seed+H3
v11490	Glühlampe für Zusatzbremsleuchte	baugruppe	e262205	Dritte & Mittlere Bremsleuchten	<	seed	0	0	Seed+H3
v11499	Halter für Heckleuchte	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11512	Kabelsatz für Fernscheinwerfer	baugruppe	e179847	Kabel, Kabelbäume & Steckverbinder	<	seed	0	0	Seed+H3
v11513	Kabelsatz für Hauptscheinwerfer	baugruppe	e179847	Kabel, Kabelbäume & Steckverbinder	<	seed	0	0	Seed+H3
v11514	Kappe für Nebelscheinwerfer	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11515	Kappe für Wischarm	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11521	Koffer-/Laderaumwanne	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11528	Kondenswasserablaufschlauch für Innenraumluftfiltergehäuse	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11535	Kupplungspedal	baugruppe	e33700	Pedale, Pedalkappen & Fußstützen	<	seed	0	0	Seed+ADJ
v11551	Lampenfassung für Hauptscheinwerfer	baugruppe	e33710	Frontscheinwerfer	<	seed	0	0	Seed+H3
v11555	Lichtscheibe für Hauptscheinwerfer	baugruppe	e33710	Frontscheinwerfer	<	seed	0	0	Seed+H3
v11556	Lichtscheibe für Kennzeichenleuchte	baugruppe	e262208	Kennzeichenbeleuchtung	<	seed	0	0	Seed+H3
v11557	Lichtscheibe für Positionsleuchte	baugruppe	e33715	Seitenmarkierungsleuchten	<	seed	0	0	Seed+H3
v11558	Lichtscheibe für Rückfahrleuchte	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v11559	Lichtscheibe für Schlussleuchte	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v11560	Lichtscheibe für Seitenmarkierungsleuchte	baugruppe	e33715	Seitenmarkierungsleuchten	<	seed	0	0	Seed+H3
v11576	Montagesatz für Kotflügel	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11581	Montagesatz für Stoßfänger	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11603	Rahmen für Hauptscheinwerfer	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11604	Rahmen für Nebelscheinwerfer	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11605	Reflektor für Blinkleuchte	baugruppe	e174062	Reflektoren	<	seed	0	0	Seed+H3
v11632	Rollenführung für Schiebetür	baugruppe	e262149	Schiebetüren	<	seed	0	0	Seed+H3
v11635	Schalter für Allradantrieb	baugruppe	e50459	Schalter, Kontrollelemente & Zündschlösser	<	seed	0	0	Seed+H3
v11636	Schalter für Bremsbetätigung	baugruppe	e50459	Schalter, Kontrollelemente & Zündschlösser	<	seed	0	0	Seed+H3
v11637	Schalter für Fahrstufe	baugruppe	e50459	Schalter, Kontrollelemente & Zündschlösser	<	seed	0	0	Seed+H3
v11638	Schalter für Handbremskontrollleuchte	baugruppe	e50459	Schalter, Kontrollelemente & Zündschlösser	<	seed	0	0	Seed+H3
v11639	Schalter für Hupe	baugruppe	e50459	Schalter, Kontrollelemente & Zündschlösser	<	seed	0	0	Seed+H3
v11640	Schalter für Kupplungsbetätigung	baugruppe	e50459	Schalter, Kontrollelemente & Zündschlösser	<	seed	0	0	Seed+H3
v11641	Schalter für Scheibenwischerintervall	baugruppe	e50459	Schalter, Kontrollelemente & Zündschlösser	<	seed	0	0	Seed+H3
v11642	Schalter für Türverriegelung	baugruppe	e50459	Schalter, Kontrollelemente & Zündschlösser	<	seed	0	0	Seed+H3
v11644	Tankklappenscharnier	baugruppe	e262072	Tankdeckel	<	seed	0	0	Seed+H3
v11646	Scheinwerferaufnahme für Beleuchtung	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11650	Schlosssatz für Schließanlage	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11658	Schwellerverkleidung	baugruppe	e33650	Einstiegsleisten	<	seed	0	0	Seed+H3
v11662	Seitenmarkierungsleuchte	baugruppe	e33715	Seitenmarkierungsleuchten	<	seed	0	0	Seed+H3
v11682	Spritzwand	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11684	Spurverbreiterung	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11697	Stoßstangenabdeckung für Anhängevorrichtung	baugruppe	e262146	Stoßstangeneinlagen & -abdeckungen	<	seed	0	0	Seed+H3
v11698	Stoßstangenhalter für Anhängevorrichtung	baugruppe	e262146	Stoßstangeneinlagen & -abdeckungen	<	seed	0	0	Seed+H3
v11700	Stütze Kühlergitter	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11710	Türgriffrahmen	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	seed	0	0	Seed+H3
v11712	Umrüstsatz Stoßfänger	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11725	Verbindungsrohr für Heizungskanal	baugruppe	e46094	Sonstige	<	seed	0	0	Seed+H4
v11734	Vorschaltgerät für Gasentladungslampe	baugruppe	e262207	Scheinwerfer-Vorschaltgeräte & -Zündgeräte	<	seed	0	0	Seed+H3
v11738	Warmluftkanal	baugruppe	e46094	Sonstige	<	seed	0	0	Seed+H4
v11742	Wischerlager	baugruppe	e262179	Weitere Scheibenwischerteile	<	seed	0	0	Seed+H4
v11747	Zier-/Schutzleiste für Türscheibe	baugruppe	e33654	Schutz- & Zierleisten	<	seed	0	0	Seed+H3
v11755	Pritschenaufbau komplett	baugruppe	e262177	Pickup-Ladeflächen & -Bleche	=	seed	0	0	Seed
v11761	Schloss Hecktür	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	seed	0	0	Seed+H3
v11766	Scharniersäule	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11770	Glühlampe Xenon	baugruppe	e33710	Frontscheinwerfer	<	seed	0	0	Seed+H3
v11780	Motor Schiebetür	baugruppe	e177708	Elektromotoren	<	seed	0	0	Seed+H3
v11783	Reserveradhalter	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11790	Antennenverstärker	baugruppe	e33639	Fahrzeugantennen	<	seed	0	0	Seed+H3
v11791	Spritzdüse für Scheinwerferreinigungsanlage	baugruppe	e262179	Weitere Scheibenwischerteile	<	seed	0	0	Seed+H4
v11794	Aktor Fussgängerschutz	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v11805	Elektro-Seilwinde	baugruppe	e33578	Sonstige	<	seed	0	0	Seed+H4
v11809	Heckleiter	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11811	Hydro-Seilwinde komplett	baugruppe	e33578	Sonstige	<	seed	0	0	Seed+H4
v11813	Konsole Seilwinde	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11817	Lufthutze Deckel	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11823	Schließzylinder Alarmanlage	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	seed	0	0	Hülle<-Seed+H3|Seed+H7
v11834	Türschlüssel	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	seed	0	0	Seed+H3
v11840	Zündgerät Scheinwerfer	baugruppe	e262207	Scheinwerfer-Vorschaltgeräte & -Zündgeräte	<	seed	0	0	Seed+H3
v11842	Hubzylinder für Scheinwerferreinigungsanlage	baugruppe	e174065	Sonstige	<	seed	0	0	Seed+H4
v11847	Rückleuchte in Stoßstange	baugruppe	e33716	Rück- & Bremsleuchten	<	seed	0	0	Seed+H3
v11848	Trennwand	baugruppe	e63690	Kofferraumnetze, -Organizer & Trenngitter	=	seed	0	0	Seed
v11865	Antrieb Kofferraumabdeckung	baugruppe	e174084	Kofferraumabdeckungen	=	seed	0	0	Seed
v11877	Elektrisches Heckklappenset	baugruppe	e262176	Scharniere, Verschlüsse & weitere Teile	=	seed	0	0	Seed
v11878	Radarsensor	baugruppe	e184616	Kameras, Überwachungsgeräte & Sensorsätze	<	seed	0	0	Seed+ADJ
v11880	Panoramadach	baugruppe	e262172	Panorama-, Schiebedächer & Teile	<	seed	0	0	Seed+H3
v11882	Einstiegleistenset	baugruppe	e33650	Einstiegsleisten	<	seed	0	0	Seed+H7|Hülle<-Seed+H3
v11883	Einstiegleiste	baugruppe	e33650	Einstiegsleisten	<	seed	0	0	Seed+H3
v11891	Aktuator Motorhaube	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11895	Tür-Zuzieh-Hilfe	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11897	Heckklappenscharnier	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	seed	0	0	Seed+H3
v11901	Blinker Dach	baugruppe	e33717	Blinkleuchten	<	seed	0	0	Hülle<-Seed+H3|Seed+H7
v11936	HV-Ladeanschluss	baugruppe	e179847	Kabel, Kabelbäume & Steckverbinder	<	seed	0	0	Seed+H3
v11944	Hardtop Ladefläche	baugruppe	e33655	Pickup-Ladeflächen-Zubehör	=	seed	0	0	Seed
v11945	Doppelrohrbügel	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11947	Schwellerrohre	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v11958	Teilepaket Karosserie	baugruppe	e262168	Weitere Karosseriebleche	<	seed	0	0	Seed+H4
v12056	Markise	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v12059	Blende Seitenblinker	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v12060	Rahmenspitze	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v12061	Kotflügelträger	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v12065	Verdeckbezug	baugruppe	e262170	Cabrioverdecke & Teile	<	seed	0	0	Seed+H3
v12066	Verdeckschloss	baugruppe	e262170	Cabrioverdecke & Teile	<	seed	0	0	Seed+H3
v12068	Halter	baugruppe	e9887	Sonstige	<	seed	0	0	Seed+H4
v12070	Heckklappenleiste	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v12071	Motor Heckspoiler	baugruppe	e33578	Sonstige	<	seed	0	0	Seed+H4
v12073	Heckscheibenöffner	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v12074	Blende Heckleuchte	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v12075	Beplankung	baugruppe	e14769	Sonstige	<	seed	0	0	Seed+H4
v12076	Abdeckung Schiebetürschienen	baugruppe	e9887	Sonstige	<	seed	0	0	Seed+H4
v12077	Motor Ausstellfenster	baugruppe	e33578	Sonstige	<	seed	0	0	Seed+H4
v12078	Motor Drallklappen	baugruppe	e33578	Sonstige	<	seed	0	0	Seed+H4
v12095	Abgasrohr Heizgerät	baugruppe	e46097	Sonstige	<	seed	0	0	Seed+H4
hg4	Innenraum	hauptgruppe	e174084	Kofferraumabdeckungen	>	derived	1	0	Hülle<-Seed
v10006	Antenne Dach	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10007	Aufprallträger	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10014	Behälter Heckwischer	baugruppe	e174111	Scheiben- & Scheinwerferreinigung	<	derived	0	1	Hülle<-Seed
v10023	Dämpfer Hecktür	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10037	Fanghaken Klappe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10065	Kennzeichenverstärkung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+ADJ
v10066	Klappenscharnier	baugruppe	e262155	Motorhauben & Teile	<	derived	0	1	Hülle<-Seed+H3
v10067	Klappenschlosszug	baugruppe	e262155	Motorhauben & Teile	<	derived	0	1	Hülle<-Seed+H3
v10068	Klappenstützen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10088	Kugelkopf Anhängerkupplung	baugruppe	e180143	Anhängerkupplungen & Abschleppteile	<	derived	0	1	Hülle<-Seed
v10109	Motorhaubenscharnier	baugruppe	e262155	Motorhauben & Teile	<	derived	0	1	Hülle<-Seed+H3
v10110	Motorhaubenzug	baugruppe	e262155	Motorhauben & Teile	<	derived	0	1	Hülle<-Seed+H3
v10124	Pralldämpfer	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10125	Querträger	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10131	Scheibenwaschdüse	baugruppe	e174111	Scheiben- & Scheinwerferreinigung	<	derived	0	1	Hülle<-Seed+H4
v10132	Scheinwerfertragrahmen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10133	Schiebedach	baugruppe	e262169	Auto-, Cabrio-, Panorama- & Schiebedächer	<	derived	0	1	Hülle<-Seed+H3
v10134	Schiebedachdeckel	baugruppe	e262169	Auto-, Cabrio-, Panorama- & Schiebedächer	<	derived	0	1	Hülle<-Seed+H3
v10135	Schließbolzen	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10136	Schließplatte	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10137	Schließzylinder	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10138	Schließzylinder Heckdeckel	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10139	Schließzylinder Hecktür	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10140	Schließzylinder Satz	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3|Hülle<-Seed+H7
v10141	Schließzylinder Schiebetür	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10142	Schloss Heckdeckel	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10143	Schloss Hecktür	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10144	Schloss Motorhaube	baugruppe	e262155	Motorhauben & Teile	<	derived	0	1	Hülle<-Seed+H3
v10145	Schlosszapfen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10151	Spiegelglas	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed
v10152	Stellelement für Zentralverriegelung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10154	Stütze Heckwischer	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10161	Tankklappe	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H3
